_key,No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
746,746,WF,Woori Financial Group Inc.,Financial,Banks - Regional,South Korea,7.19B,5.63,28.45,-1.35%,"13,680"
747,747,AA,Alcoa Corporation,Basic Materials,Aluminum,USA,7.18B,16.89,38.27,-1.77%,"5,770,113"
748,748,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,USA,7.15B,-,27.18,-3.72%,"2,514,775"
749,749,NYT,The New York Times Company,Communication Services,Publishing,USA,7.14B,67.83,43.75,0.71%,"1,534,611"
750,750,FAF,First American Financial Corporation,Financial,Insurance - Specialty,USA,7.14B,7.32,65.31,0.26%,"459,911"
751,751,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,USA,7.10B,-,44.28,0.14%,"1,200,373"
752,752,FOUR,"Shift4 Payments, Inc.",Technology,Software - Infrastructure,USA,7.07B,-,87.63,0.13%,"627,380"
753,753,CIB,Bancolombia S.A.,Financial,Banks - Regional,Colombia,7.03B,55.86,28.99,-0.17%,"197,559"
754,754,FR,"First Industrial Realty Trust, Inc.",Real Estate,REIT - Industrial,USA,6.97B,30.43,54.86,0.57%,"831,811"
755,755,ACC,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,6.96B,1414.72,50.93,1.47%,"1,415,918"
756,756,EGP,"EastGroup Properties, Inc.",Real Estate,REIT - Industrial,USA,6.94B,61.92,176.11,0.18%,"100,979"
757,757,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,6.92B,20.83,167.60,-1.07%,"176,789"
758,758,AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,USA,6.91B,84.71,30.24,2.93%,"8,755,780"
759,759,LPL,"LG Display Co., Ltd.",Technology,Consumer Electronics,South Korea,6.89B,23.22,9.52,-1.86%,"534,199"
760,760,HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,USA,6.86B,16.57,23.36,-1.89%,"151,239"
761,761,CCJ,Cameco Corporation,Energy,Uranium,Canada,6.85B,-,17.04,-1.90%,"3,166,839"
762,762,NVST,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,USA,6.79B,64.79,41.92,0.36%,"947,597"
763,763,TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,USA,6.77B,13.38,56.46,0.36%,"724,002"
764,764,JHG,Janus Henderson Group plc,Financial,Asset Management,United Kingdom,6.77B,12.73,39.49,-2.54%,"701,484"
765,765,OGE,OGE Energy Corp.,Utilities,Utilities - Regulated Electric,USA,6.76B,18.49,34.22,1.45%,"929,433"
766,766,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,6.76B,17.03,49.87,-0.04%,"735,879"
767,767,SF,Stifel Financial Corp.,Financial,Capital Markets,USA,6.75B,13.45,64.99,-1.04%,"351,539"
768,768,VAC,Marriott Vacations Worldwide Corporation,Consumer Cyclical,Resorts & Casinos,USA,6.72B,-,157.43,1.08%,"247,850"
769,769,TMX,"Terminix Global Holdings, Inc.",Consumer Cyclical,Personal Services,USA,6.68B,155.01,52.86,-0.32%,"512,854"
770,770,BRX,Brixmor Property Group Inc.,Real Estate,REIT - Retail,USA,6.66B,59.13,22.53,0.31%,"1,792,839"
771,771,AER,AerCap Holdings N.V.,Industrials,Airports & Air Services,Ireland,6.64B,-,51.57,-1.09%,"588,717"
772,772,COTY,Coty Inc.,Consumer Defensive,Household & Personal Products,USA,6.64B,-,8.70,-2.14%,"2,308,289"
773,773,XEC,Cimarex Energy Co.,Energy,Oil & Gas E&P,USA,6.63B,-,64.52,-2.49%,"660,163"
774,774,GIL,Gildan Activewear Inc.,Consumer Cyclical,Apparel Manufacturing,Canada,6.62B,-,33.85,-1.83%,"282,209"
775,775,CFR,"Cullen/Frost Bankers, Inc.",Financial,Banks - Regional,USA,6.60B,17.13,104.64,-0.29%,"289,984"
776,776,PAG,"Penske Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,6.58B,9.68,80.87,0.45%,"294,667"
777,777,WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging,USA,6.57B,-,70.77,0.86%,"464,008"
778,778,POST,"Post Holdings, Inc.",Consumer Defensive,Packaged Foods,USA,6.55B,24.67,103.91,-0.50%,"179,342"
779,779,RBA,Ritchie Bros. Auctioneers Incorporated,Industrials,Specialty Business Services,Canada,6.55B,35.63,59.15,-1.15%,"267,303"
780,780,CHH,"Choice Hotels International, Inc.",Consumer Cyclical,Lodging,USA,6.53B,156.43,118.26,-0.66%,"148,074"
781,781,EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,USA,6.49B,47.38,121.72,0.21%,"242,695"
782,782,RXN,Rexnord Corporation,Industrials,Specialty Industrial Machinery,USA,6.42B,31.84,53.04,-0.43%,"704,396"
783,783,X,United States Steel Corporation,Basic Materials,Steel,USA,6.40B,-,23.84,-1.28%,"14,155,668"
784,784,PLNT,"Planet Fitness, Inc.",Consumer Cyclical,Leisure,USA,6.38B,-,75.31,-1.04%,"792,825"
785,785,BYD,Boyd Gaming Corporation,Consumer Cyclical,Resorts & Casinos,USA,6.38B,56.56,56.90,-1.20%,"1,320,093"
786,786,BLD,TopBuild Corp.,Industrials,Engineering & Construction,USA,6.36B,25.70,198.23,0.88%,"200,636"
787,787,SON,Sonoco Products Company,Consumer Cyclical,Packaging & Containers,USA,6.36B,-,62.98,-0.17%,"563,213"
788,788,HBI,Hanesbrands Inc.,Consumer Cyclical,Apparel Manufacturing,USA,6.31B,289.84,18.26,-0.49%,"2,868,514"
789,789,COG,Cabot Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,6.30B,23.34,15.87,-1.92%,"4,537,137"
790,790,STAG,"STAG Industrial, Inc.",Real Estate,REIT - Industrial,USA,6.30B,38.91,40.04,0.40%,"614,561"
791,791,MSA,MSA Safety Incorporated,Industrials,Security & Protection Services,USA,6.30B,56.64,162.51,0.58%,"60,435"
792,792,LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,6.28B,22.49,47.79,-0.77%,"740,393"
793,793,PB,"Prosperity Bancshares, Inc.",Financial,Banks - Regional,USA,6.28B,11.92,68.35,-0.22%,"316,836"
794,794,CACI,CACI International Inc,Technology,Information Technology Services,USA,6.27B,16.45,268.46,0.21%,"96,607"
795,795,MDU,"MDU Resources Group, Inc.",Basic Materials,Building Materials,USA,6.26B,15.16,31.51,0.41%,"984,739"
796,796,WK,Workiva Inc.,Technology,Software - Application,USA,6.25B,-,127.17,-3.53%,"358,921"
797,797,PRGO,Perrigo Company plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,6.22B,-,47.10,1.88%,"677,973"
798,798,EVR,Evercore Inc.,Financial,Capital Markets,USA,6.19B,12.58,133.56,-1.34%,"420,902"
799,799,HTA,"Healthcare Trust of America, Inc.",Real Estate,REIT - Healthcare Facilities,USA,6.18B,112.47,28.68,0.46%,"1,057,872"
800,800,FIGS,"FIGS, Inc.",Consumer Cyclical,Apparel Manufacturing,USA,6.14B,105.28,37.48,-4.12%,"1,433,308"
801,801,THO,"Thor Industries, Inc.",Consumer Cyclical,Recreational Vehicles,USA,6.13B,11.42,112.66,-1.42%,"284,306"
802,802,CFX,Colfax Corporation,Industrials,Specialty Industrial Machinery,USA,6.07B,88.08,44.92,-1.10%,"632,085"
803,803,SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA,6.05B,10.42,40.64,-1.00%,"745,800"
804,804,AYI,"Acuity Brands, Inc.",Industrials,Electrical Equipment & Parts,USA,6.03B,22.38,168.90,-1.28%,"403,346"
805,805,PFGC,Performance Food Group Company,Consumer Defensive,Food Distribution,USA,6.02B,-,45.29,-0.40%,"704,921"
806,806,MCW,"Mister Car Wash, Inc.",Consumer Cyclical,Personal Services,USA,6.01B,76.73,21.10,-7.98%,"654,535"
807,807,MAN,ManpowerGroup Inc.,Industrials,Staffing & Employment Services,USA,6.01B,24.69,113.98,0.55%,"349,203"
808,808,SNX,SYNNEX Corporation,Technology,Information Technology Services,USA,6.00B,11.48,117.09,-1.05%,"137,530"
809,809,HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,USA,6.00B,12.54,39.62,-2.94%,"1,594,695"
810,810,FSK,FS KKR Capital Corp.,Financial,Asset Management,USA,5.99B,5.23,21.00,-0.43%,"663,037"
811,811,STVN,Stevanato Group S.p.A.,Healthcare,Pharmaceutical Retailers,Italy,5.98B,37.62,19.90,-0.50%,"682,728"
812,812,QTS,"QTS Realty Trust, Inc.",Real Estate,REIT - Industrial,USA,5.97B,-,77.57,-0.10%,"2,699,261"
813,813,MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,USA,5.93B,-,36.04,0.81%,"3,191,598"
814,814,CCIV,Churchill Capital Corp IV,Financial,Shell Companies,USA,5.93B,-,24.25,0.00%,0
815,815,HLF,Herbalife Nutrition Ltd.,Consumer Defensive,Packaged Foods,USA,5.91B,13.49,51.05,-2.50%,"887,488"
816,816,DAVA,Endava plc,Technology,Software - Infrastructure,United Kingdom,5.91B,148.71,120.75,-0.51%,"114,271"
817,817,TKR,The Timken Company,Industrials,Tools & Accessories,USA,5.91B,18.91,78.23,1.07%,"603,325"
818,818,DEI,"Douglas Emmett, Inc.",Real Estate,REIT - Office,USA,5.90B,172.51,33.64,-0.03%,"445,815"
819,819,FL,"Foot Locker, Inc.",Consumer Cyclical,Footwear & Accessories,USA,5.88B,9.44,57.03,-2.61%,"1,083,918"
820,820,ZH,Zhihu Inc.,Communication Services,Internet Content & Information,China,5.88B,-,9.08,-2.68%,"2,792,100"
821,821,INGR,Ingredion Incorporated,Consumer Defensive,Packaged Foods,USA,5.87B,230.31,88.21,0.19%,"256,846"
822,822,FSLY,"Fastly, Inc.",Technology,Software - Application,USA,5.86B,-,48.17,-1.63%,"2,916,675"
823,823,AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,5.86B,48.65,34.83,-1.14%,"3,489,477"
824,824,COR,CoreSite Realty Corporation,Real Estate,REIT - Office,USA,5.86B,69.87,139.12,0.98%,"222,288"
825,825,CUZ,Cousins Properties Incorporated,Real Estate,REIT - Office,USA,5.85B,64.15,39.45,-0.23%,"1,313,120"
826,826,QTWO,"Q2 Holdings, Inc.",Technology,Software - Application,USA,5.85B,-,103.84,-0.75%,"347,507"
827,827,HUN,Huntsman Corporation,Basic Materials,Chemicals,USA,5.83B,14.35,26.34,0.11%,"1,528,825"
828,828,ELY,Callaway Golf Company,Consumer Cyclical,Leisure,USA,5.83B,61.14,31.67,-3.30%,"984,288"
829,829,AVAL,Grupo Aval Acciones y Valores S.A.,Financial,Banks - Regional,Colombia,5.83B,6.88,5.23,-2.61%,"59,735"
830,830,DCP,"DCP Midstream, LP",Energy,Oil & Gas Midstream,USA,5.82B,24.31,27.74,-2.53%,"236,437"
831,831,NCR,NCR Corporation,Technology,Information Technology Services,USA,5.79B,-,44.54,-1.24%,"406,162"
832,832,NEP,"NextEra Energy Partners, LP",Utilities,Utilities - Renewable,USA,5.77B,15.24,75.63,1.79%,"592,383"
833,833,DDL,Dingdong (Cayman) Ltd,Consumer Defensive,Grocery Stores,China,5.76B,-,22.40,12.45%,"360,268"
834,834,PRI,"Primerica, Inc.",Financial,Insurance - Life,USA,5.73B,14.16,145.91,-0.19%,"76,046"
835,835,EQT,EQT Corporation,Energy,Oil & Gas E&P,USA,5.73B,-,20.32,-2.64%,"3,569,557"
836,836,BB,BlackBerry Limited,Technology,Software - Infrastructure,Canada,5.73B,-,9.91,-2.46%,"8,869,450"
837,837,NVTA,Invitae Corporation,Healthcare,Diagnostics & Research,USA,5.73B,-,27.10,-1.85%,"2,784,221"
838,838,SRC,"Spirit Realty Capital, Inc.",Real Estate,REIT - Diversified,USA,5.70B,180.72,50.42,0.48%,"477,412"
839,839,HLI,"Houlihan Lokey, Inc.",Financial,Capital Markets,USA,5.70B,18.78,85.30,-1.22%,"307,559"
840,840,ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,USA,5.69B,38.33,23.23,-1.53%,"939,309"
841,841,ORCC,Owl Rock Capital Corporation,Financial,Credit Services,USA,5.67B,6.52,14.49,0.00%,"805,761"
842,842,UNM,Unum Group,Financial,Insurance - Life,USA,5.64B,7.22,27.80,-0.57%,"1,175,956"
843,843,HAYW,"Hayward Holdings, Inc.",Industrials,Electrical Equipment & Parts,USA,5.64B,-,24.34,1.76%,"633,535"
844,844,ARD,Ardagh Group S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg,5.63B,-,23.32,-0.04%,"46,076"
845,845,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,USA,5.58B,16.71,133.55,-0.89%,"420,813"
846,846,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,5.56B,-,14.06,-1.33%,"3,688,457"
847,847,CWEN-A,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,USA,5.56B,53.85,26.55,0.57%,"96,016"
848,848,LMND,"Lemonade, Inc.",Financial,Insurance - Property & Casualty,USA,5.55B,-,87.39,-0.52%,"776,400"
849,849,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,USA,5.53B,7.53,54.29,0.43%,"1,477,365"
850,850,CR,Crane Co.,Industrials,Specialty Industrial Machinery,USA,5.51B,24.73,95.49,4.04%,"415,727"
851,851,GTLS,"Chart Industries, Inc.",Industrials,Specialty Industrial Machinery,USA,5.50B,65.84,143.59,2.10%,"517,221"
852,852,KBR,"KBR, Inc.",Industrials,Engineering & Construction,USA,5.49B,70.80,39.08,-0.76%,"858,177"
853,853,TDC,Teradata Corporation,Technology,Information Technology Services,USA,5.48B,464.54,50.17,-0.79%,"1,008,467"
854,854,PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,USA,5.47B,-,19.20,-2.29%,"6,263,674"
855,855,DOCN,"DigitalOcean Holdings, Inc.",Technology,Software - Infrastructure,USA,5.46B,-,52.79,-3.17%,"458,269"
856,856,PHI,PLDT Inc.,Communication Services,Telecom Services,Philippines,5.45B,-,24.57,-0.73%,"42,709"
857,857,MDLA,"Medallia, Inc.",Technology,Software - Application,USA,5.45B,-,33.60,0.00%,"9,256,405"
858,858,AI,"C3.ai, Inc.",Technology,Information Technology Services,USA,5.44B,-,50.91,-1.15%,"1,804,514"
859,859,BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,USA,5.44B,20.09,57.36,-0.42%,"187,233"
860,860,SHLX,"Shell Midstream Partners, L.P.",Energy,Oil & Gas Midstream,USA,5.43B,11.32,13.25,-0.45%,"1,142,142"
861,861,AZEK,The AZEK Company Inc.,Industrials,Building Products & Equipment,USA,5.42B,-,35.92,-3.34%,"765,415"
862,862,SKLZ,Skillz Inc.,Communication Services,Electronic Gaming & Multimedia,USA,5.41B,-,14.26,-4.68%,"10,764,060"
863,863,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,USA,5.41B,16.78,30.38,-0.65%,"630,537"
864,864,M,"Macy's, Inc.",Consumer Cyclical,Department Stores,USA,5.41B,-,17.04,-2.35%,"13,230,436"
865,865,RBC,Regal Beloit Corporation,Industrials,Specialty Industrial Machinery,USA,5.40B,26.27,134.22,0.04%,"197,544"
866,866,TIMB,TIM S.A.,Communication Services,Telecom Services,Brazil,5.39B,14.20,11.05,-0.81%,"649,992"
867,867,FLS,Flowserve Corporation,Industrials,Specialty Industrial Machinery,USA,5.39B,46.23,41.79,-0.26%,"242,986"
868,868,VNT,Vontier Corporation,Technology,Scientific & Technical Instruments,USA,5.37B,-,32.05,-1.93%,"594,288"
869,869,SLG,SL Green Realty Corp.,Real Estate,REIT - Office,USA,5.35B,19.48,76.19,1.45%,"765,826"
870,870,CC,The Chemours Company,Basic Materials,Specialty Chemicals,USA,5.34B,25.17,32.27,-0.03%,"948,045"
871,871,GPK,Graphic Packaging Holding Company,Consumer Cyclical,Packaging & Containers,USA,5.33B,22.14,18.75,7.20%,"11,856,191"
872,872,NVRO,Nevro Corp.,Healthcare,Medical Devices,USA,5.33B,-,153.11,0.06%,"318,690"
873,873,MPLN,MultiPlan Corporation,Healthcare,Healthcare Plans,USA,5.32B,-,7.92,1.15%,"1,295,295"
874,874,COUR,"Coursera, Inc.",Consumer Defensive,Education & Training Services,USA,5.31B,-,38.01,-2.74%,"757,841"
875,875,MMS,"Maximus, Inc.",Industrials,Specialty Business Services,USA,5.31B,20.04,87.88,-1.27%,"227,570"
876,876,ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Industrials,Airports & Air Services,Mexico,5.30B,103.43,177.18,-2.00%,"29,624"
877,877,IDA,"IDACORP, Inc.",Utilities,Utilities - Regulated Electric,USA,5.23B,21.78,105.37,0.92%,"132,157"
878,878,JWN,"Nordstrom, Inc.",Consumer Cyclical,Department Stores,USA,5.20B,-,31.79,-1.82%,"1,754,388"
879,879,ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals,USA,5.19B,34.32,86.24,-1.74%,"431,201"
880,880,AYX,"Alteryx, Inc.",Technology,Software - Application,USA,5.17B,-,77.88,-3.99%,"953,158"
881,881,SEM,Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,USA,5.17B,16.52,38.81,-0.39%,"480,366"
882,882,DV,"DoubleVerify Holdings, Inc.",Technology,Software - Application,USA,5.16B,206.65,32.65,-5.39%,"473,158"
883,883,OLO,Olo Inc.,Technology,Software - Application,USA,5.15B,-,35.33,-5.05%,"382,776"
884,884,COMP,"Compass, Inc.",Technology,Software - Application,USA,5.14B,-,12.96,-3.07%,"439,113"
885,885,ADC,Agree Realty Corporation,Real Estate,REIT - Retail,USA,5.14B,42.91,75.44,0.92%,"501,669"
886,886,NYCB,"New York Community Bancorp, Inc.",Financial,Banks - Regional,USA,5.13B,11.33,11.00,-1.35%,"5,336,130"
887,887,TNET,"TriNet Group, Inc.",Industrials,Staffing & Employment Services,USA,5.13B,18.86,78.91,7.82%,"452,977"
888,888,RYN,Rayonier Inc.,Real Estate,REIT - Specialty,USA,5.13B,241.22,37.63,1.16%,"502,078"
889,889,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,United Kingdom,5.09B,15580.00,31.16,0.10%,"562,468"
890,890,GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery,USA,5.08B,46.75,17.67,-2.64%,"802,290"
891,891,ASGN,ASGN Incorporated,Industrials,Staffing & Employment Services,USA,5.08B,25.30,97.20,-0.37%,"198,953"
892,892,STN,Stantec Inc.,Industrials,Engineering & Construction,Canada,5.07B,35.58,45.61,-0.50%,"28,802"
893,893,CLH,"Clean Harbors, Inc.",Industrials,Waste Management,USA,5.03B,35.65,93.11,0.20%,"138,675"
894,894,RVLV,"Revolve Group, Inc.",Consumer Cyclical,Internet Retail,USA,5.03B,67.36,69.85,1.03%,"622,521"
895,895,FLO,"Flowers Foods, Inc.",Consumer Defensive,Packaged Foods,USA,5.03B,22.15,23.94,0.29%,"1,074,244"
896,896,IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,USA,5.01B,60.61,210.86,-0.82%,"149,411"
897,897,SAIC,Science Applications International Corporation,Technology,Information Technology Services,USA,5.01B,20.23,87.47,-0.33%,"184,131"
898,898,WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,USA,5.01B,70.12,101.60,-0.79%,"140,217"
899,899,AWI,"Armstrong World Industries, Inc.",Industrials,Building Products & Equipment,USA,4.99B,29.02,106.34,0.74%,"314,753"
900,900,SWCH,"Switch, Inc.",Technology,Information Technology Services,USA,4.99B,86.34,20.55,-0.72%,"1,363,142"
901,901,HHC,The Howard Hughes Corporation,Real Estate,Real Estate - Diversified,USA,4.98B,155.12,90.59,0.00%,"100,737"
902,902,TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services,USA,4.91B,-,56.46,-0.51%,"640,679"
903,903,HIW,"Highwoods Properties, Inc.",Real Estate,REIT - Office,USA,4.89B,23.35,47.13,0.23%,"1,150,069"
904,904,HXL,Hexcel Corporation,Industrials,Aerospace & Defense,USA,4.89B,-,58.75,-1.57%,"783,132"
905,905,LAZ,Lazard Ltd,Financial,Capital Markets,Bermuda,4.87B,11.64,43.22,-2.06%,"722,684"
906,906,WTS,"Watts Water Technologies, Inc.",Industrials,Specialty Industrial Machinery,USA,4.87B,39.92,145.85,-0.50%,"57,992"
907,907,ESNT,Essent Group Ltd.,Financial,Mortgage Finance,Bermuda,4.86B,12.20,43.52,-0.50%,"364,098"
908,908,ADS,Alliance Data Systems Corporation,Financial,Credit Services,USA,4.84B,8.74,98.48,-1.07%,"572,544"
909,909,YSG,Yatsen Holding Limited,Consumer Cyclical,Specialty Retail,China,4.83B,-,6.21,-0.64%,"3,673,022"
910,910,MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,USA,4.82B,23.95,86.88,-0.37%,"170,282"
911,911,PAC,"Grupo Aeroportuario del Pacifico, S.A.B. de C.V.",Industrials,Airports & Air Services,Mexico,4.80B,95.11,112.04,0.72%,"67,662"
912,912,MNSO,MINISO Group Holding Limited,Consumer Cyclical,Specialty Retail,China,4.80B,-,15.01,-11.34%,"2,342,514"
913,913,SBS,Companhia de Saneamento Basico do Estado de Sao Paulo,Utilities,Utilities - Regulated Water,Brazil,4.80B,11.50,6.89,0.29%,"599,220"
914,914,VMI,"Valmont Industries, Inc.",Industrials,Metal Fabrication,USA,4.78B,25.50,228.86,-0.40%,"81,606"
915,915,RLI,RLI Corp.,Financial,Insurance - Property & Casualty,USA,4.77B,17.46,107.63,0.63%,"144,088"
916,916,CW,Curtiss-Wright Corporation,Industrials,Specialty Industrial Machinery,USA,4.77B,23.17,116.72,-0.33%,"78,678"
917,917,FSR,Fisker Inc.,Consumer Cyclical,Auto Manufacturers,USA,4.75B,-,15.89,-2.52%,"5,006,497"
918,918,AL,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,4.74B,10.53,41.36,-0.41%,"409,304"
919,919,NEA,Nuveen AMT-Free Quality Municipal Income Fund,Financial,Asset Management,USA,4.73B,26.98,15.81,-0.32%,"373,921"
920,920,CIT,CIT Group Inc.,Financial,Banks - Regional,USA,4.73B,16.94,48.29,-0.06%,"440,925"
921,921,XRX,Xerox Holdings Corporation,Technology,Information Technology Services,USA,4.73B,23.41,24.81,5.04%,"2,845,349"
922,922,HE,"Hawaiian Electric Industries, Inc.",Utilities,Utilities - Regulated Electric,USA,4.72B,20.89,43.70,1.11%,"199,573"
923,923,NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,USA,4.72B,55.53,52.42,1.53%,"429,544"
924,924,ATC,Atotech Limited,Technology,Electronic Components,United Kingdom,4.71B,-,24.42,-0.97%,"1,080,471"
925,925,CXM,"Sprinklr, Inc.",Technology,Software - Application,USA,4.71B,-,19.00,-1.91%,"285,243"
926,926,HFC,HollyFrontier Corporation,Energy,Oil & Gas Refining & Marketing,USA,4.71B,-,29.12,0.31%,"1,560,109"
927,927,CLDR,"Cloudera, Inc.",Technology,Software - Application,USA,4.69B,-,15.84,-0.13%,"8,073,350"
928,928,THG,"The Hanover Insurance Group, Inc.",Financial,Insurance - Property & Casualty,USA,4.67B,9.99,131.20,-0.76%,"209,569"
929,929,AM,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,4.66B,13.05,9.63,-6.69%,"3,881,642"
930,930,CANO,"Cano Health, Inc.",Healthcare,Medical Care Facilities,USA,4.64B,-,10.24,-3.58%,"4,013,637"
931,931,ASAI,Sendas Distribuidora S.A.,Consumer Defensive,Household & Personal Products,Brazil,4.64B,20.13,17.15,-0.46%,"346,059"
932,932,FCN,"FTI Consulting, Inc.",Industrials,Consulting Services,USA,4.63B,22.94,138.38,0.24%,"268,256"
933,933,SSD,"Simpson Manufacturing Co., Inc.",Industrials,Building Products & Equipment,USA,4.63B,23.63,108.51,-2.39%,"245,432"
934,934,NOMD,Nomad Foods Limited,Consumer Defensive,Packaged Foods,United Kingdom,4.62B,19.06,26.53,-1.41%,"536,410"
935,935,BXMT,"Blackstone Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,USA,4.62B,17.10,31.69,-0.03%,"921,546"
936,936,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,4.62B,36.98,99.10,0.64%,"218,445"
937,937,TRNO,Terreno Realty Corporation,Real Estate,REIT - Industrial,USA,4.61B,56.08,67.74,0.25%,"170,593"
938,938,SPR,"Spirit AeroSystems Holdings, Inc.",Industrials,Aerospace & Defense,USA,4.61B,-,43.58,-0.18%,"1,150,201"
939,939,GRA,W. R. Grace & Co.,Basic Materials,Specialty Chemicals,USA,4.61B,187.47,69.55,-0.01%,"406,424"
940,940,AB,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,4.60B,15.46,46.59,-1.54%,"164,907"
941,941,INSP,"Inspire Medical Systems, Inc.",Healthcare,Medical Devices,USA,4.59B,-,170.39,-1.93%,"171,167"
942,942,SHI,Sinopec Shanghai Petrochemical Company Limited,Energy,Oil & Gas Refining & Marketing,China,4.54B,22.98,21.16,-0.47%,"42,972"
943,943,SGFY,"Signify Health, Inc.",Healthcare,Health Information Services,USA,4.54B,-,26.42,-2.47%,"735,126"
944,944,SAFE,Safehold Inc.,Real Estate,REIT - Diversified,USA,4.53B,76.61,86.65,0.51%,"81,806"
945,945,DQ,Daqo New Energy Corp.,Technology,Semiconductor Equipment & Materials,China,4.53B,22.28,53.75,-4.83%,"4,755,834"
946,946,MTG,MGIC Investment Corporation,Financial,Insurance - Specialty,USA,4.52B,10.50,13.50,-0.66%,"1,574,791"
947,947,SAIL,"SailPoint Technologies Holdings, Inc.",Technology,Software - Infrastructure,USA,4.49B,-,48.94,-3.09%,"417,260"
948,948,HR,Healthcare Realty Trust Incorporated,Real Estate,REIT - Healthcare Facilities,USA,4.45B,47.70,31.77,0.73%,"384,521"
949,949,VZIO,VIZIO Holding Corp.,Technology,Consumer Electronics,USA,4.43B,-,23.87,-5.58%,"456,759"
950,950,PK,Park Hotels & Resorts Inc.,Real Estate,REIT - Hotel & Motel,USA,4.42B,-,18.78,-1.68%,"2,401,011"
951,951,NRZ,New Residential Investment Corp.,Real Estate,REIT - Mortgage,USA,4.41B,9.67,9.44,-0.94%,"4,102,729"
952,952,NEWR,"New Relic, Inc.",Technology,Software - Infrastructure,USA,4.40B,-,68.77,-2.48%,"348,494"
953,953,APG,APi Group Corporation,Industrials,Engineering & Construction,USA,4.39B,-,22.26,9.44%,"4,076,365"
954,954,HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,USA,4.39B,8.01,24.53,0.66%,"1,159,037"
955,955,KMPR,Kemper Corporation,Financial,Insurance - Property & Casualty,USA,4.39B,9.65,68.08,-0.51%,"105,737"
956,956,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Real Estate,REIT - Specialty,USA,4.39B,41.12,55.92,-0.05%,"219,455"
957,957,CIG,Companhia Energetica de Minas Gerais,Utilities,Utilities - Diversified,Brazil,4.38B,6.16,2.31,0.00%,"2,830,111"
958,958,RHP,"Ryman Hospitality Properties, Inc.",Real Estate,REIT - Hotel & Motel,USA,4.35B,-,77.19,-1.54%,"415,296"
959,959,AR,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,4.35B,-,13.89,-4.99%,"6,463,237"
960,960,JBGS,JBG SMITH Properties,Real Estate,REIT - Office,USA,4.32B,-,32.83,-0.24%,"344,363"
961,961,SHAK,Shake Shack Inc.,Consumer Cyclical,Restaurants,USA,4.31B,-,103.09,-1.12%,"653,439"
962,962,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,USA,4.30B,24.64,47.85,-0.50%,"253,059"
